model_params,train_accuracy,train_auc,train_iou,val_accuracy,val_auc,val_iou,test_accuracy,test_auc,test_iou,num_features,train_samples,val_samples,test_samples
"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",0.8496972943590794,0.9355019214860432,0.7508948511540854,0.7865432465555019,0.738027607757601,0.041775493192553484,0.8620873074101247,0.709438442810199,0.02672966151058184,41,2538770,323124,218080
