model_params,train_accuracy,train_auc,train_iou,val_accuracy,val_auc,val_iou,test_accuracy,test_auc,test_iou,num_features,train_samples,val_samples,test_samples
"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",0.8586614778022428,0.9397057660552057,0.7583622619909426,0.82592750770602,0.8257058082215665,0.06164292149077442,0.7595194424064563,0.8232311528327018,0.034162691762279235,42,2538770,323124,218080
